"First","Last","Player","Team","Season","Min","Shots","SoT","Dist","Solo","Goals","xG","xPlace","G.xG","KeyP","Dist.key","Assts","xA","A.xA","xG.xA","xGperShot","xAperPass","GmxGperShot","AmxAperPass"
"Javier","Martina","Javier Martina","TOR",2011,NA,15,9,20.9176524330667,0.0666666666666667,2,1.60997613611712,1.25803953175257,0.390023863882878,17,17.7884817572353,0,1.31849150606473,-1.31849150606473,2.92846764218185,0.107331742407808,0.0775583238861603,0.0260015909255252,-0.0775583238861603
"Gonzalo","Veron","Gonzalo Veron","NYRB",2015,368,10,4,22.5180728834054,0.3,1,0.963337151444707,-0.0869705476081939,0.036662848555293,11,15.0572255892791,1,1.9643513708275,-0.964351370827505,2.92768852227221,0.0963337151444707,0.178577397347955,0.0036662848555293,-0.087668306438864
"Kemar","Lawrence","Kemar Lawrence","NYRB",2015,2098,12,4,24.9148994667771,0.333333333333333,1,1.24540539956523,0.51614525135443,-0.245405399565227,13,17.1357338698856,2,1.68045898037127,0.319541019628728,2.9258643799365,0.103783783297102,0.129266075413175,-0.0204504499637689,0.0245800784329791
"Maynor","Figueroa","Maynor Figueroa","FCD",2017,2470,34,6,26.2622293842834,0.323529411764706,3,1.63731246577392,0.544150552968428,1.36268753422608,12,20.7991427551352,0,1.28644579070751,-1.28644579070751,2.92375825648143,0.0481562489933507,0.107203815892292,0.0400790451242963,-0.107203815892292
"Justin","Morrow","Justin Morrow","SJE",2012,NA,6,2,18.0853437601667,0.333333333333333,1,0.396131834745734,0.0644358825267569,0.603868165254266,20,15.63726444655,1,2.52755361377339,-1.52755361377339,2.92368544851913,0.0660219724576223,0.12637768068867,0.100644694209044,-0.0763776806886697
"Chris","Birchall","Chris Birchall","CLB",2012,NA,18,6,26.30042102,0.111111111111111,1,1.13476959705217,-0.331509581288317,-0.134769597052174,23,14.6416334008696,1,1.78844269235758,-0.788442692357584,2.92321228940976,0.0630427553917874,0.0777583779285906,-0.00748719983623189,-0.0342801170590254
"Jonathan","Steele","Jonathan Steele","RSL",2012,NA,19,4,27.159464738579,0.263157894736842,2,1.1441879592284,0.391516043260768,0.8558120407716,18,20.6930415358889,1,1.77653993622156,-0.776539936221558,2.92072789544996,0.0602204189067579,0.0986966631234199,0.0450427389879789,-0.0431411075678643
"Yannick","Djalo","Yannick Djalo","SJE",2014,NA,36,7,25.3204305788889,0.305555555555556,3,1.95705833332705,-0.887922440877982,1.04294166667295,17,25.5524520152941,1,0.960166741423981,0.0398332585760191,2.91722507475103,0.054362731481307,0.0564803965543518,0.0289706018520264,0.00234313285741289
"Tony","Beltran","Tony Beltran","RSL",2015,2936,6,4,26.0242655760631,0.166666666666667,0,0.267575059652614,0.0708453758610368,-0.267575059652614,25,19.2887210719874,2,2.64890162255029,-0.648901622550295,2.91647668220291,0.0445958432754356,0.105956064902012,-0.0445958432754356,-0.0259560649020118
"Young-Pyo","Lee","Young-Pyo Lee","VAN",2013,NA,12,3,25.5832978425,0.333333333333333,0,0.796464945570112,-0.494655270754524,-0.796464945570112,22,21.3481024440909,2,2.11594134847181,-0.115941348471805,2.91240629404192,0.0663720787975094,0.0961791522032639,-0.0663720787975094,-0.00527006129417298
"Ashtone","Morgan","Ashtone Morgan","TOR",2012,NA,10,2,27.841288992,0.4,0,0.450218191833163,-0.386954754417509,-0.450218191833163,21,18.6124107449524,3,2.45705616221698,0.542943837783019,2.90727435405014,0.0450218191833163,0.117002674391285,-0.0450218191833163,0.0258544684658581
"Mauro","Rosales","Mauro Rosales","FCD",2016,640,6,3,18.3029528082583,0.333333333333333,2,0.69618827681933,0.656664400031954,1.30381172318067,24,16.2362042882641,3,2.20947739611802,0.790522603881981,2.90566567293735,0.116031379469888,0.0920615581715841,0.217301953863445,0.0329384418284159
"Joao","Plata","Joao Plata","TOR",2012,NA,20,2,26.6431055625,0.5,0,1.20560138439553,-1.14154266548094,-1.20560138439553,14,19.3021530948571,0,1.69678788280166,-1.69678788280166,2.90238926719719,0.0602800692197766,0.121199134485833,-0.0602800692197766,-0.121199134485833
"Khari","Stephenson","Khari Stephenson","SJE",2014,NA,34,8,27.1281323083824,0.352941176470588,2,2.37683965732708,-0.738554390535888,-0.376839657327078,15,29.7221517766667,2,0.52382251687444,1.47617748312556,2.90066217420152,0.069907048744914,0.0349215011249627,-0.0110835193331493,0.0984118322083707
"Andrew","Jacobson","Andrew Jacobson","VAN",2017,1789,13,3,18.2850565107807,0.153846153846154,2,1.38794141844613,-0.10608435154929,0.612058581553867,12,24.0065544201688,2,1.50980080428828,0.490199195711723,2.89774222273441,0.106764724495856,0.12581673369069,0.0470814293502974,0.0408499329759769
"Jacob","Peterson","Jacob Peterson","SKC",2012,NA,24,11,22.4453220345833,0.25,4,1.65360813597046,0.738170451584653,2.34639186402954,11,19.8530238757273,1,1.24348286052649,-0.24348286052649,2.89709099649695,0.0689003389987692,0.113043896411499,0.0977663276678975,-0.0221348055024082
"Corey","Ashe","Corey Ashe","HOU",2012,NA,8,1,30.3711444525,0.5,0,0.333464555852055,-0.277939603618252,-0.333464555852055,26,19.7642903861923,1,2.56301956200206,-1.56301956200206,2.89648411785411,0.0416830694815069,0.0985776754616175,-0.0416830694815069,-0.0601161370000791
"Jose","Kleberson","Jose Kleberson","PHI",2013,NA,24,4,24.7788869541667,0.416666666666667,1,1.7338552310541,0.156469589274355,-0.733855231054103,11,19.8034445636364,2,1.15589447822433,0.844105521775666,2.88974970927844,0.0722439679605876,0.105081316202212,-0.0305773012939209,0.0767368656159696
"Kellyn","Acosta","Kellyn Acosta","FCD",2016,2449,35,9,28.6939059700181,0.314285714285714,2,1.48612624708754,0.0369792347377373,0.513873752912463,22,21.8831691766679,3,1.40166736345288,1.59833263654712,2.88779361054041,0.0424607499167868,0.0637121528842217,0.0146821072260704,0.0726514834794147
"Josh","Williams","Josh Williams","CLB",2013,NA,21,8,16.8739913270952,0.0952380952380952,3,1.47524971480751,1.51415708529822,1.52475028519249,21,22.2823139797143,0,1.40851773556617,-1.40851773556617,2.88376745037367,0.0702499864194051,0.0670722731221984,0.0726071564377378,-0.0670722731221984
"Cedrick","Cedrick","Cedrick","CLB",2016,647,12,4,20.9602133782623,0.0833333333333333,1,1.48535321960938,-0.511790311785453,-0.485353219609377,14,20.6315305340381,0,1.39806960709672,-1.39806960709672,2.8834228267061,0.123779434967448,0.0998621147926231,-0.0404461016341148,-0.0998621147926231
"Antonio","Ribeiro","Antonio Ribeiro","NYRB",2013,NA,19,3,33.37573301,0.842105263157895,0,0.915291312943004,-0.612197649545407,-0.915291312943004,24,17.835226523625,1,1.96789546443762,-0.967895464437619,2.88318677738062,0.0481732269970002,0.0819956443515675,-0.0481732269970002,-0.0403289776849008
"Michael","Murillo","Michael Murillo","NYRB",2017,963,14,7,14.9775743379777,0.214285714285714,2,2.46207103086789,0.586653932641022,-0.46207103086789,5,17.9955226860474,0,0.412613889100282,-0.412613889100282,2.87468491996817,0.175862216490564,0.0825227778200563,-0.0330050736334207,-0.0825227778200563
"Andrew","Wiedeman","Andrew Wiedeman","TOR",2013,NA,25,5,18.79995831176,0.08,2,2.232037875918,-0.591970834963574,-0.232037875918003,8,22.855559331,1,0.63795785627434,0.36204214372566,2.86999573219234,0.0892815150367201,0.0797447320342925,-0.00928151503672011,0.0452552679657075
"Zach","Loyd","Zach Loyd","FCD",2012,NA,15,3,15.8204064592,0.0666666666666667,2,1.20887950620407,-0.569731301112018,0.791120493795929,18,16.6203988220556,2,1.65791032894044,0.342089671059557,2.86678983514451,0.0805919670802714,0.0921061293855802,0.052741366253062,0.0190049817255309
"Dax","McCarty","Dax McCarty","NYRB",2014,NA,24,7,24.414457700625,0.375,3,1.77037197783827,0.496496237658359,1.22962802216173,19,23.9835297636842,2,1.09153148519138,0.908468514808618,2.86190346302965,0.0737654990765945,0.0574490255363885,0.0512345009234055,0.0478141323583483
"Bobby","Boswell","Bobby Boswell","DCU",2015,3149,20,4,11.4623850104595,0.15,2,2.42460912370222,-0.211480360801601,-0.424609123702217,3,13.8263378423895,0,0.43047664853351,-0.43047664853351,2.85508577223573,0.121230456185111,0.143492216177837,-0.0212304561851108,-0.143492216177837
"Alexandre","De Lima","Alexandre De Lima","CHI",2012,NA,29,9,26.373200167069,0.310344827586207,2,1.96635759989282,0.483627235359008,0.0336424001071827,10,21.150244784,0,0.887821123904054,-0.887821123904054,2.85417872379687,0.0678054344790627,0.0887821123904054,0.00116008276231665,-0.0887821123904054
"Gustav","Svensson","Gustav Svensson","SEA",2017,2769,16,4,20.2385321181202,0.25,1,1.1401249024647,0.228424958529551,-0.140124902464701,14,19.9958614199475,3,1.71382545746124,1.28617454253876,2.85395035992594,0.0712578064040438,0.122416104104374,-0.0087578064040438,0.09186961018134
"Sal","Zizzo","Sal Zizzo","POR",2011,NA,22,10,25.7016414163636,0.181818181818182,0,1.19788987510055,-0.0260004034040098,-1.19788987510055,21,19.8161700752857,1,1.65403664901583,-0.65403664901583,2.85192652411638,0.0544495397772977,0.0787636499531348,-0.0544495397772977,-0.0311446023340872
"Jonathan","Osorio","Jonathan Osorio","TOR",2017,1158,15,6,20.0627682675849,0.0666666666666667,2,1.3647028817003,0.597923492662906,0.635297118299701,11,19.9921609658289,1,1.47983187994398,-0.479831879943982,2.84453476164428,0.0909801921133533,0.134530170903998,0.04235314121998,-0.0436210799949074
"Amobi","Okugo","Amobi Okugo","PHI",2013,NA,25,6,10.9896988774,0.04,3,2.60160176681199,-1.16034030095489,0.39839823318801,4,28.0080117975,2,0.239300891878279,1.76069910812172,2.84090265869027,0.10406407067248,0.0598252229695698,0.0159359293275204,0.44017477703043
"Roy","Miller","Roy Miller","NYRB",2014,NA,10,0,25.24313866,0.4,0,0.39584493246877,-0.39584493246877,-0.39584493246877,22,18.3582219050909,3,2.44421490078429,0.555785099215705,2.84005983325307,0.039584493246877,0.111100677308377,-0.039584493246877,0.0252629590552593
"Aaron","Long","Aaron Long","NYRB",2017,2828,22,7,14.3701665870353,0.0909090909090909,1,2.74814701291268,-0.154679360952427,-1.74814701291268,1,17.404701232713,0,0.089888467859181,-0.089888467859181,2.83803548077186,0.124915773314213,0.089888467859181,-0.0794612278596672,-0.089888467859181
"Aaron","Schoenfeld","Aaron Schoenfeld","CLB",2014,NA,24,11,18.0828805456667,0.0833333333333333,3,2.42092598267307,1.31448505067237,0.579074017326933,6,20.796723195,1,0.410474446921676,0.589525553078324,2.83140042959474,0.100871915944711,0.0684124078202794,0.0241280840552889,0.0982542588463873
"Alexander","Ring","Alexander Ring","NYC",2017,2749,22,6,26.0204735752336,0.272727272727273,0,1.27945326818536,-0.612146723340443,-1.27945326818536,20,25.7899915262735,3,1.54950933707157,1.45049066292843,2.82896260525693,0.0581569667356981,0.0774754668535787,-0.0581569667356981,0.0725245331464213
"Matt","Polster","Matt Polster","CHI",2016,2210,20,4,24.2285220963907,0.4,2,1.5082910035518,-0.579752239696787,0.491708996448198,15,22.2604416834341,1,1.32052133175432,-0.320521331754315,2.82881233530612,0.0754145501775901,0.0880347554502877,0.0245854498224099,-0.021368088783621
"Jair","Benitez","Jair Benitez","FCD",2012,NA,15,3,28.7821540333333,0.666666666666667,1,1.38915422924523,-0.620634713650616,-0.389154229245228,25,20.23732789772,0,1.43750951338653,-1.43750951338653,2.82666374263176,0.0926102819496819,0.0575003805354613,-0.0259436152830152,-0.0575003805354613
"Todd","Dunivant","Todd Dunivant","LAG",2012,NA,8,2,21.211569393125,0.25,2,0.559802881553658,0.599931015797709,1.44019711844634,13,21.5309819702308,1,2.26259543826566,-1.26259543826566,2.82239831981931,0.0699753601942073,0.174045802943512,0.180024639805793,-0.0971227260204351
"Anibal","Godoy","Anibal Godoy","SJE",2017,2239,19,4,24.7298215264256,0.368421052631579,2,1.4742884261302,-0.534289890447773,0.525711573869799,18,22.3094281390472,0,1.3476495958714,-1.3476495958714,2.8219380220016,0.0775941276910632,0.0748694219928554,0.0276690302036736,-0.0748694219928554
"Andrea","Pirlo","Andrea Pirlo","NYC",2015,1125,20,3,33.0770804048479,0.65,0,0.905972035624506,-0.494596859408182,-0.905972035624506,27,18.642133184939,2,1.91515731081179,0.0848426891882102,2.8211293464363,0.0452986017812253,0.0709317522522885,-0.0452986017812253,0.00314232182178556
"Laurent","Ciman","Laurent Ciman","MTL",2015,2525,35,8,23.1667795244749,0.457142857142857,2,2.16633419325843,-0.419071140215095,-0.16633419325843,5,16.0404229253135,2,0.652752498810466,1.34724750118953,2.8190866920689,0.0618952626645266,0.130550499762093,-0.00475240552166943,0.269449500237907
"David","Horst","David Horst","POR",2012,NA,17,3,13.4916822665882,0.117647058823529,1,1.72570309540574,-1.27361341224424,-0.725703095405736,3,15.2151386463333,0,1.09250808261888,-1.09250808261888,2.81821117802462,0.101511946788573,0.364169360872961,-0.042688417376808,-0.364169360872961
"Sam","Cronin","Sam Cronin","COL",2015,2252,18,2,26.4355880796398,0.388888888888889,1,1.89165345128213,-1.42423233379992,-0.891653451282133,16,24.0588089891,0,0.92493160224739,-0.92493160224739,2.81658505352952,0.105091858404563,0.0578082251404619,-0.0495363028490074,-0.0578082251404619
"Michael","Bradley","Michael Bradley","TOR",2017,2842,11,0,28.1110449306997,0.545454545454545,0,0.562660467169233,-0.562660467169233,-0.562660467169233,28,15.693769739831,2,2.24846919609498,-0.248469196094975,2.81112966326421,0.0511509515608393,0.0803024712891063,-0.0511509515608393,-0.00887389986053484
"Clint","Dempsey","Clint Dempsey","SEA",2013,NA,32,7,24.3928840825312,0.21875,1,1.85925460258139,-0.813484119724319,-0.859254602581395,11,24.6888856542727,0,0.943777866938735,-0.943777866938735,2.80303246952013,0.0581017063306686,0.0857979879035213,-0.0268517063306686,-0.0857979879035213
"Josue","Martinez","Josue Martinez","PHI",2012,NA,15,7,18.4864592144667,0.2,1,2.1281837493024,0.399102050199402,-1.1281837493024,3,16.19485733,0,0.672797943505665,-0.672797943505665,2.80098169280806,0.14187891662016,0.224265981168555,-0.075212249953493,-0.224265981168555
"Ante","Jazic","Ante Jazic","CHV",2011,NA,6,2,23.255372225,0.166666666666667,0,0.296404653450597,-0.163733786499228,-0.296404653450597,22,15.3727580733182,5,2.49848957348767,2.50151042651233,2.79489422693826,0.0494007755750995,0.113567707885803,-0.0494007755750995,0.113705019386924
"Ike","Opara","Ike Opara","SKC",2016,1662,15,6,11.3095600152416,0.333333333333333,1,1.88132362874633,0.135684686690718,-0.881323628746333,2,4.24641341450682,2,0.911593207487241,1.08840679251276,2.79291683623357,0.125421575249756,0.45579660374362,-0.0587549085830888,0.54420339625638
"Andre","Akpan","Andre Akpan","COL",2012,NA,9,5,17.1284887851111,0.222222222222222,3,1.65370872106945,0.264176514382305,1.34629127893055,6,17.3354555695,0,1.13765566013319,-1.13765566013319,2.79136438120264,0.183745413452161,0.189609276688865,0.149587919881172,-0.189609276688865
"Khiry","Shelton","Khiry Shelton","NYC",2015,899,13,4,19.5964204138066,0.153846153846154,1,1.73181088524866,-0.117101613887213,-0.731810885248661,13,23.5027816477661,1,1.05766823625619,-0.0576682362561911,2.78947912150485,0.133216221942205,0.0813590950966301,-0.0562931450191278,-0.00443601817355316
"Andrew","Wenger","Andrew Wenger","MTL",2012,NA,20,9,18.67147313105,0.2,4,2.42145734268195,1.19938352246284,1.57854265731805,8,25.32524400375,0,0.367919205668668,-0.367919205668668,2.78937654835062,0.121072867134098,0.0459899007085835,0.0789271328659023,-0.0459899007085835
"Chad","Marshall","Chad Marshall","CLB",2011,NA,15,6,10.074640621,0,0,2.1207030461508,-1.23692495536175,-2.1207030461508,8,21.11526941,1,0.665120365558582,0.334879634441418,2.78582341170938,0.14138020307672,0.0831400456948228,-0.14138020307672,0.0418599543051772
"Gershon","Koffie","Gershon Koffie","VAN",2014,NA,20,5,27.7598263069,0.25,1,1.16491689772177,-0.526834743417027,-0.164916897721774,22,27.1067308040909,1,1.61821027461684,-0.618210274616842,2.78312717233862,0.0582458448860887,0.0735550124825837,-0.0082458448860887,-0.0281004670280383
"Raheem","Edwards","Raheem Edwards","TOR",2017,1127,10,4,15.0778288237194,0.1,1,1.17183344041533,-0.389309921814151,-0.171833440415328,13,18.3784288744797,4,1.60725383181233,2.39274616818768,2.77908727222765,0.117183344041533,0.12363491013941,-0.0171833440415328,0.184057397552898
"Nick","Lima","Nick Lima","SJE",2017,1903,20,6,24.829053579559,0.25,2,1.2485564348925,0.53445927969336,0.751443565107496,13,16.8037021945589,1,1.53015727337838,-0.530157273378382,2.77871370827089,0.0624278217446252,0.117704405644491,0.0375721782553748,-0.040781328721414
"Atiba","Harris","Atiba Harris","VAN",2011,NA,12,8,18.0273719375,0.333333333333333,2,2.18182696200933,1.61011033514665,-0.181826962009331,4,17.568377845,1,0.596612108104384,0.403387891895616,2.77843907011371,0.181818913500778,0.149153027026096,-0.0151522468341109,0.100846972973904
"Blake","Brettschneider","Blake Brettschneider","DCU",2011,NA,20,5,20.5822609495,0.1,1,1.87698920563799,-0.80896324154536,-0.876989205637986,6,19.453895812,2,0.899371949757308,1.10062805024269,2.77636115539529,0.0938494602818993,0.149895324959551,-0.0438494602818993,0.183438008373782
"Joao","Pedro","Joao Pedro","LAG",2017,2433,28,5,28.6942120065538,0.428571428571429,1,1.05421322121463,-0.27811768329136,-0.0542132212146341,16,20.9734909300226,2,1.71022520661195,0.289774793388048,2.76443842782659,0.0376504721862369,0.106889075413247,-0.00193618647195122,0.018110924586753
"Ryan","Hollingshead","Ryan Hollingshead","FCD",2016,2138,22,8,16.8231892284418,0.227272727272727,2,2.07869402668658,1.33918366269815,-0.0786940266865766,13,24.4498958704527,0,0.684122686330248,-0.684122686330248,2.76281671301682,0.0944860921221171,0.0526248220254037,-0.00357700121302621,-0.0526248220254037
"Roger","Espinoza","Roger Espinoza","SKC",2015,1561,19,5,27.4080418755039,0.263157894736842,1,0.805410564543681,-0.259986909630097,0.194589435456318,22,22.716050904109,3,1.95293065689348,1.04706934310652,2.75834122143716,0.0423900297128253,0.08876957531334,0.0102415492345431,0.0475940610502963
"David","Horst","David Horst","HOU",2015,2756,13,2,10.0845987053013,0,0,1.41194788499377,-1.3482064850774,-1.41194788499377,6,19.4823085704005,2,1.34623659751031,0.653763402489688,2.75818448250409,0.108611375768752,0.224372766251719,-0.108611375768752,0.108960567081615
"Carlos","Ruiz","Carlos Ruiz","DCU",2013,NA,20,9,20.24278930415,0.3,0,2.17288378323715,-0.266469910339596,-2.17288378323715,7,22.9419002942857,0,0.584570976051087,-0.584570976051087,2.75745475928824,0.108644189161857,0.0835101394358696,-0.108644189161857,-0.0835101394358696
"Keon","Daniel","Keon Daniel","PHI",2012,NA,20,4,27.476855111,0.2,1,1.36965349212963,-0.851477683844079,-0.369653492129626,14,19.5725231118571,1,1.38272897715565,-0.382728977155655,2.75238246928528,0.0684826746064813,0.0987663555111182,-0.0184826746064813,-0.0273377840825468
"Ryan","Hollingshead","Ryan Hollingshead","FCD",2015,2269,13,4,20.6593087284965,0.0769230769230769,2,1.09049323317711,-0.155050512364344,0.909506766822888,16,19.8417206536682,1,1.66082866167009,-0.660828661670091,2.7513218948472,0.0838840948597778,0.103801791354381,0.069962058986376,-0.0413017913543807
"Chad","Marshall","Chad Marshall","CLB",2012,NA,22,8,12.1044102642273,0.0454545454545455,2,1.91452373487475,1.66286379481555,0.0854762651252505,7,15.4056127242857,0,0.831622225194726,-0.831622225194726,2.74614596006948,0.0870238061306704,0.118803175027818,0.00388528477842048,-0.118803175027818
"Osvaldo","Alonso","Osvaldo Alonso","SEA",2013,NA,33,4,29.7982035657576,0.575757575757576,0,1.90505038079338,-1.12614710449306,-1.90505038079338,16,26.298053749375,1,0.839214601117174,0.160785398882826,2.74426498191055,0.0577287994179811,0.0524509125698234,-0.0577287994179811,0.0100490874301766
"Joshua","Gatt","Joshua Gatt","COL",2017,1047,17,6,20.1328784222958,0.294117647058824,2,1.52337887597659,0.242240686640305,0.476621124023411,12,22.6303116349329,2,1.21918971034662,0.780810289653378,2.74256858632321,0.0896105221162699,0.101599142528885,0.0280365367072595,0.0650675241377815
"Maicon","dos Santos","Maicon dos Santos","CHI",2013,NA,20,5,19.2690737299,0.35,2,2.19864955141024,-0.587862036287083,-0.198649551410241,5,21.226769776,0,0.536869693613858,-0.536869693613858,2.7355192450241,0.109932477570512,0.107373938722772,-0.00993247757051206,-0.107373938722772
"Jermaine","Taylor","Jermaine Taylor","HOU",2012,NA,16,3,22.9632176121875,0.375,1,1.5765251975,-0.51908333630754,-0.576525197500001,13,20.4063430090769,1,1.15678427302577,-0.156784273025774,2.73330947052578,0.0985328248437501,0.0889834056173673,-0.0360328248437501,-0.0120603286942903
"Brek","Shea","Brek Shea","ORL",2015,1548,16,1,27.3674385261537,0.4375,0,0.913468478189708,-0.700434963763604,-0.913468478189708,16,17.5389169510878,2,1.81415841995646,0.18584158004354,2.72762689814617,0.0570917798868567,0.113384901247279,-0.0570917798868567,0.0116150987527212
"Connor","Hallisey","Connor Hallisey","SKC",2016,1141,18,7,19.3504414390947,0.277777777777778,0,1.59484175730302,-0.401907227232599,-1.59484175730302,15,20.8521176951155,1,1.131589173409,-0.131589173408995,2.72643093071201,0.0886023198501675,0.0754392782272663,-0.0886023198501675,-0.00877261156059968
"Javier","Morales","Javier Morales","FCD",2017,804,7,3,24.3291862966569,0.285714285714286,1,0.893331452361525,0.380838323655463,0.106668547638475,28,15.7876124521622,2,1.83275517665095,0.167244823349053,2.72608662901247,0.127618778908789,0.0654555420232481,0.0152383639483536,0.00597302940532334
"Jerome","Thiesson","Jerome Thiesson","MIN",2017,3137,10,4,31.7675038051657,0.5,2,0.289269067964485,0.283540116371283,1.71073093203552,19,18.7828494603908,3,2.43212368165863,0.56787631834137,2.72139274962311,0.0289269067964485,0.128006509560981,0.171073093203552,0.0298882272811247
"Kofi","Sarkodie","Kofi Sarkodie","HOU",2013,NA,12,2,27.7360663725,0.416666666666667,0,0.59492061829302,-0.501944019598098,-0.59492061829302,22,19.6794724623182,3,2.12213103011473,0.877868969885268,2.71705164840775,0.049576718191085,0.0964605013688514,-0.049576718191085,0.0399031349947849
"Osvaldo","Alonso","Osvaldo Alonso","SEA",2017,2184,24,6,28.2942014863576,0.416666666666667,1,1.68188226444945,-0.168113524483036,-0.681882264449447,12,18.644785699456,0,1.03145429498765,-1.03145429498765,2.71333655943709,0.0700784276853936,0.0859545245823039,-0.028411761018727,-0.0859545245823039
"Marc","Burch","Marc Burch","SEA",2013,NA,8,0,27.2592172225,0.375,0,0.305876156552052,-0.305876156552052,-0.305876156552052,18,12.9275802582778,4,2.40616254647398,1.59383745352602,2.71203870302603,0.0382345195690065,0.133675697026332,-0.0382345195690065,0.0885465251958902
"Matt","Hedges","Matt Hedges","FCD",2013,NA,13,4,9.71312402715385,0.0769230769230769,3,2.2147070832022,0.260371933300264,0.785292916797801,6,23.8836006191667,0,0.493957867370656,-0.493957867370656,2.70866495057285,0.170362083323246,0.0823263112284426,0.0604071474459847,-0.0823263112284426
"Austin","Berry","Austin Berry","CHI",2013,NA,14,5,13.335499732,0.142857142857143,1,1.39765552234157,0.863207056884351,-0.397655522341568,8,18.041338936,2,1.3040534034478,0.695946596552202,2.70170892578937,0.099832537310112,0.163006675430975,-0.0284039658815406,0.0869933245690252
"Alex","Alex","Alex","HOU",2015,881,12,3,17.294252219689,0.666666666666667,2,2.47510369745521,-0.383728072354948,-0.475103697455213,5,22.4423100950775,0,0.220643610061791,-0.220643610061791,2.695747307517,0.206258641454601,0.0441287220123582,-0.0395919747879344,-0.0441287220123582
"Frederic","Brillant","Frederic Brillant","NYC",2017,1636,15,5,10.9223508257486,0.2,1,2.42508566166193,-0.18608796125745,-1.42508566166193,3,23.5246567589532,1,0.267907556543035,0.732092443456965,2.69299321820497,0.161672377444129,0.0893025188476783,-0.0950057107774621,0.244030814485655
"Jason","Johnson","Jason Johnson","CHI",2015,688,30,8,21.9448800292075,0.166666666666667,2,2.36593022890713,-0.7690778611347,-0.365930228907126,3,18.6960679123578,1,0.323568928879335,0.676431071120665,2.68949915778646,0.0788643409635709,0.107856309626445,-0.0121976742969042,0.225477023706888
"Chad","Marshall","Chad Marshall","CLB",2013,NA,21,8,11.1693198399048,0.0476190476190476,1,2.23479837268364,0.0571447902814231,-1.23479837268364,4,16.6491770955,0,0.444180851038649,-0.444180851038649,2.67897922372229,0.106418970127792,0.111045212759662,-0.0587999225087446,-0.111045212759662
"Leo","Fernandes","Leo Fernandes","PHI",2016,305,12,2,15.1634010417054,0,0,1.31524447014814,-0.536189469327302,-1.31524447014814,6,19.3159573228916,1,1.36201947955143,-0.362019479551431,2.67726394969957,0.109603705845678,0.227003246591905,-0.109603705845678,-0.0603365799252385
"Terry","Dunfield","Terry Dunfield","VAN, TOR",2011,NA,11,2,21.4272782309091,0.363636363636364,1,1.88301819677094,-0.726200379417602,-0.883018196770936,15,25.0185887780667,2,0.794185651133867,1.20581434886613,2.6772038479048,0.171183472433721,0.0529457100755911,-0.0802743815246305,0.0803876232577422
"Omar","Gonzalez","Omar Gonzalez","LAG",2014,NA,18,10,12.2269300974444,0.0555555555555556,4,1.65603392488115,1.28068410795752,2.34396607511885,6,16.1428450298333,1,1.01868958318124,-0.0186895831812441,2.6747235080624,0.0920018847156196,0.169781597196874,0.130220337506603,-0.00311493053020735
"Alain","Rochat","Alain Rochat","VAN",2012,NA,16,6,21.9103816670625,0.375,2,1.12597179974707,1.08362753793865,0.874028200252925,17,20.4941619277059,1,1.54864171747183,-0.548641717471832,2.67461351721891,0.0703732374841922,0.0910965716159901,0.0546267625158078,-0.0322730422042254
"Michael","Harrington","Michael Harrington","POR",2013,NA,3,0,27.8500057133333,0.333333333333333,0,0.131754589433375,-0.131754589433375,-0.131754589433375,29,17.5394335932069,1,2.54217122507807,-1.54217122507807,2.67392581451145,0.0439181964777917,0.0876610767268301,-0.0439181964777917,-0.0531783181061405
"Jackson","Yueill","Jackson Yueill","SJE",2017,1017,11,3,22.6895500892605,0.545454545454545,0,1.00732140031812,-0.648111713024796,-1.00732140031812,16,18.5235185543939,1,1.66190521733028,-0.661905217330281,2.6692266176484,0.0915746727561929,0.103869076083143,-0.0915746727561929,-0.0413690760831426
"Kamani","Hill","Kamani Hill","COL",2012,NA,15,8,20.8407524213333,0.333333333333333,5,1.32855821752552,0.342582674546107,3.67144178247448,10,22.0004226989,0,1.33604995835967,-1.33604995835967,2.66460817588519,0.0885705478350348,0.133604995835967,0.244762785498299,-0.133604995835967
"Herculez","Gomez","Herculez Gomez","SEA",2016,905,14,6,20.6739206003664,0.0714285714285714,0,1.41871590626025,-0.896742320932746,-1.41871590626025,12,17.038579702759,0,1.24452220944692,-1.24452220944692,2.66323811570718,0.101336850447161,0.103710184120577,-0.101336850447161,-0.103710184120577
"George","John","George John","FCD",2013,NA,13,5,8.97027679123077,0.153846153846154,2,2.36558420268263,0.208322579020737,-0.365584202682625,3,13.943236556,0,0.297210912779665,-0.297210912779665,2.66279511546229,0.181968015590971,0.0990703042598882,-0.0281218617448173,-0.0990703042598882
"Hunter","Freeman","Hunter Freeman","COL",2012,NA,7,3,26.3256829357143,0.714285714285714,1,0.550121454214981,-0.194940126956564,0.449878545785019,24,17.6495497595,4,2.11175053497381,1.88824946502619,2.66187198918879,0.0785887791735688,0.0879896056239087,0.0642683636835741,0.0786770610427579
"Walter","Martinez","Walter Martinez","SJE",2013,NA,16,5,26.089572386875,0.25,2,0.988783509765395,0.424541153394213,1.01121649023461,15,18.5129605686667,1,1.67269237116879,-0.672692371168794,2.66147588093419,0.0617989693603372,0.111512824744586,0.0632010306396628,-0.0448461580779196
